100 \s 副
1 \s 剱
13 \s 割
337 \s 創
46 \s 劇
1 \s 劈
208 \s 劉
3 \s 劔
24 \s 力
26 \s 功
489 \s 加
3 \s 劣
66 \s 助
8 \s 努
137 \s 労
23 \s 効
8 \s 勁
5 \s 勃
35 \s 勅
23 \s 勇
19 \s 勉
90 \s 動
1 \s 勖
23 \s 勘
1 \s 務
1 \s 勛
245 \s 勝
12 \s 募
8 \s 勢
38 \s 勤
19 \s 勧
60 \s 勲
6 \s 勾
2 \s 勿
5 \s 匂
14 \s 包
10 \s 匈
47 \s 化
2428 \s 北
9 \s 匝
3 \s 匠
4 \s 匡
1 \s 匪
1 \s 匹
148 \s 区
193 \s 医
1 \s 匿
482 \s 十
1028 \s 千
20 \s 升
32 \s 午
81 \s 半
1 \s 卍
4 \s 卑
160 \s 卒
39 \s 卓
56 \s 協
1298 \s 南
270 \s 単
138 \s 博
3 \s 卜
2 \s 卞
14 \s 占
1 \s 卦
11 \s 卯
65 \s 印
26 \s 危
48 \s 即
2 \s 却
16 \s 卵
2 \s 卷
11 \s 卸
2 \s 卿
8 \s 厄
8 \s 厙
128 \s 厚
467 \s 原
2 \s 厥
3 \s 厨
3 \s 厩
2 \s 厭
3 \s 厲
41 \s 厳
10 \s 去
1328 \s 参
29 \s 又
21 \s 及
57 \s 友
83 \s 双
103 \s 反
72 \s 収
43 \s 叔
101 \s 取
192 \s 受
39 \s 叙
2 \s 叛
12 \s 叡
7 \s 叢
93 \s 口
628 \s 古
16 \s 句
3 \s 叩
8 \s 只
9 \s 召
42 \s 可
274 \s 台
91 \s 史
164 \s 右
7 \s 叶
87 \s 号
219 \s 司
296 \s 各
236 \s 合
823 \s 吉
1 \s 吊
1639 \s 同
1056 \s 名
19 \s 后
5 \s 吏
15 \s 吐
75 \s 向
53 \s 君
5 \s 吟
8 \s 否
11 \s 含
1 \s 吳
9 \s 吸
89 \s 吹
1 \s 吼
2 \s 吽
57 \s 吾
45 \s 呂
3 \s 呆
2 \s 呈
140 \s 呉
13 \s 告
4 \s 呑
441 \s 周
20 \s 呪
39 \s 味
36 \s 呼
17 \s 命
1 \s 咄
702 \s 和
1 \s 咎
1 \s 咬
9 \s 咲
1 \s 咳
44 \s 咸
3 \s 咽
18 \s 哀
32 \s 品
5 \s 哈
10 \s 員
3 \s 哥
1 \s 哨
1 \s 哪
35 \s 哲
6 \s 哺
4 \s 唄
3 \s 唇
255 \s 唐
1 \s 唖
23 \s 唯
5 \s 唱
2 \s 唾
1 \s 啄
184 \s 商
54 \s 問
27 \s 啓
4 \s 啖
2 \s 喀
75 \s 善
2 \s 喇
3 \s 喉
2 \s 喚
89 \s 喜
2 \s 喧
7 \s 喪
11 \s 喫
7 \s 喬
1 \s 喰
122 \s 営
23 \s 嗣
1 \s 嘆
262 \s 嘉
1 \s 嘔
1 \s 嘗
2 \s 嘘
4 \s 嘱
3 \s 嘴
4 \s 噂
1 \s 噛
17 \s 器
2 \s 噫
7 \s 噴
1 \s 噶
1 \s 噺
1 \s 嚢
2 \s 嚮
1 \s 嚴
1 \s 嚶
8 \s 囃
1 \s 囎
4 \s 囚
531 \s 四
71 \s 回
57 \s 因
54 \s 団
12 \s 困
30 \s 囲
44 \s 図
21 \s 固
2515 \s 国
2 \s 圀
1 \s 圈
47 \s 國
3 \s 圏
71 \s 園
22 \s 圓
1 \s 圖
6 \s 團
530 \s 土
1 \s 圦
7 \s 圧
171 \s 在
6 \s 圭
1451 \s 地
2 \s 圷
309 \s 坂
7 \s 均
15 \s 坊
9 \s 坎
4 \s 坐
6 \s 坑
9 \s 坤
35 \s 坪
27 \s 垂
8 \s 型
2 \s 垓
4 \s 垢
8 \s 垣
18 \s 埋
291 \s 城
3 \s 埔
3 \s 域
1 \s 埠
14 \s 埴
45 \s 執
10 \s 培
178 \s 基
557 \s 埼
191 \s 堀
29 \s 堂
13 \s 堅
3 \s 堆
4 \s 堕
17 \s 堤
2 \s 堯
3 \s 堰
34 \s 報
43 \s 場
68 \s 堺
1 \s 塀
2 \s 塑
12 \s 塔
6 \s 塗
4 \s 塘
22 \s 塙
44 \s 塚
1 \s 塞
147 \s 塩
3 \s 塵
8 \s 塾
157 \s 境
207 \s 墓
132 \s 増
1 \s 增
30 \s 墨
12 \s 墳
1 \s 墾
10 \s 壁
2 \s 壇
6 \s 壊
41 \s 士
146 \s 壬
3 \s 壮
36 \s 声
39 \s 壱
31 \s 売
3 \s 壷
6 \s 壺
6 \s 壽
58 \s 変
143 \s 夏
1 \s 夔
59 \s 夕
3670 \s 外
5 \s 夙
436 \s 多
85 \s 夜
44 \s 夢
6730 \s 大
1879 \s 天
665 \s 太
63 \s 夫
2 \s 夭
3 \s 央
23 \s 失
6 \s 夷
29 \s 奄
20 \s 奇
299 \s 奈
38 \s 奉
3 \s 奎
10 \s 奏
22 \s 契
2 \s 奔
1 \s 奕
1 \s 奝
1 \s 奢
231 \s 奥
27 \s 奨
3 \s 奪
3 \s 奮
444 \s 女
6 \s 奴
1 \s 奸
35 \s 好
31 \s 如
15 \s 妃
5 \s 妄
11 \s 妊
19 \s 妖
93 \s 妙
3 \s 妥
34 \s 妹
228 \s 妻
1 \s 姈
96 \s 姉
57 \s 始
2 \s 姑
105 \s 姓
78 \s 委
15 \s 姚
14 \s 姜
2 \s 姞
1 \s 姣
6 \s 姥
5 \s 姦
3 \s 姨
5 \s 姪
68 \s 姫
7 \s 姶
2 \s 姻
15 \s 姿
14 \s 威
65 \s 娘
1 \s 娥
9 \s 娯
3 \s 娼
5 \s 婁
3 \s 婆
3 \s 婉
11 \s 婚
11 \s 婦
7 \s 婿
3 \s 媒
5 \s 嫁
1 \s 嫂
2 \s 嫉
8 \s 嫌
32 \s 嫡
1 \s 嫩
21 \s 嬉
1 \s 嬪
4 \s 嬰
682 \s 子
46 \s 孔
242 \s 字
15 \s 存
101 \s 孝
17 \s 孟
44 \s 季
12 \s 孤
1158 \s 学
133 \s 孫
1 \s 孰
1 \s 孵
1 \s 學
21 \s 宅
483 \s 宇
127 \s 守
1023 \s 安
90 \s 宋
41 \s 完
19 \s 宍
11 \s 宏
1 \s 宓
1 \s 宕
310 \s 宗
408 \s 官
3 \s 宙
321 \s 定
1 \s 宛
45 \s 宜
399 \s 宝
462 \s 実
33 \s 客
71 \s 宣
203 \s 室
3 \s 宥
3 \s 宦
931 \s 宮
14 \s 宰
6 \s 害
8 \s 宴
8 \s 宵
521 \s 家
1 \s 宸
18 \s 容
57 \s 宿
14 \s 寂
55 \s 寄
20 \s 寅
29 \s 密
7 \s 寇
770 \s 富
41 \s 寒
2 \s 寓
675 \s 寛
22 \s 寝
4 \s 察
2 \s 寡
5 \s 實
19 \s 寧
1 \s 寨
39 \s 審
3 \s 寬
11 \s 寮
2 \s 寳
1 \s 寵
6 \s 寶
4 \s 寸
255 \s 寺
199 \s 対
77 \s 寿
15 \s 封
388 \s 専
27 \s 射
93 \s 将
6 \s 尉
53 \s 尊
13 \s 尋
2 \s 對
10 \s 導
2423 \s 小
326 \s 少
6 \s 尖
106 \s 尚
3 \s 尤
2 \s 尭
68 \s 就
18 \s 尹
13 \s 尺
14 \s 尻
53 \s 尼
1 \s 尽
278 \s 尾
9 \s 尿
89 \s 局
1 \s 屁
49 \s 居
7 \s 屈
7 \s 届
129 \s 屋
2 \s 屎
42 \s 屏
1 \s 屑
35 \s 展
6 \s 属
2 \s 屠
7 \s 層
22 \s 履
6 \s 屯
2540 \s 山
468 \s 岐
1 \s 岑
723 \s 岡
708 \s 岩
14 \s 岬
18 \s 岳
79 \s 岸
5 \s 峠
6 \s 峨
4 \s 峯
14 \s 峰
645 \s 島
1 \s 峻
64 \s 崇
18 \s 崋
5 \s 崎
2 \s 崑
29 \s 崔
1 \s 崖
1 \s 崗
5 \s 崙
7 \s 崩
1 \s 嵆
1 \s 嵋
53 \s 嵐
2 \s 嵩
32 \s 嵯
9 \s 嶋
2 \s 嶌
1 \s 嶗
1 \s 嶧
1 \s 嶷
12 \s 嶺
1 \s 嶽
13 \s 巌
623 \s 川
20 \s 州
15 \s 巡
10 \s 巣
204 \s 工
185 \s 左
5 \s 巧
50 \s 巨
7 \s 巫
21 \s 差
124 \s 己
1 \s 已
5 \s 巳
22 \s 巴
1 \s 巷
105 \s 巻
14 \s 巽
3 \s 巾
708 \s 市
63 \s 布
15 \s 帆
15 \s 希
2 \s 帕
4 \s 帖
1 \s 帚
2 \s 帛
145 \s 帝
1 \s 帥
95 \s 師
9 \s 席
33 \s 帯
110 \s 帰
3 \s 帳
355 \s 常
4 \s 帽
8 \s 幅
15 \s 幌
238 \s 幕
3 \s 幟
19 \s 幡
13 \s 幣
442 \s 干
1485 \s 平
562 \s 年
1 \s 并
140 \s 幸
41 \s 幹
21 \s 幻
361 \s 幼
25 \s 幽
18 \s 幾
12 \s 庁
819 \s 広
91 \s 庄
19 \s 床
21 \s 序
19 \s 底
1 \s 庖
57 \s 店
138 \s 庚
80 \s 府
31 \s 度
42 \s 座
8 \s 庫
37 \s 庭
3 \s 庵
31 \s 庶
146 \s 康
1 \s 庾
2 \s 廂
487 \s 廃
4 \s 廈
5 \s 廉
1 \s 廓
4 \s 廖
1 \s 廝
7 \s 廟
1 \s 廠
1 \s 廢
16 \s 廣
1 \s 廩
7 \s 廬
441 \s 延
2 \s 廷
738 \s 建
4 \s 廻
8 \s 廿
86 \s 弁
1 \s 弌
71 \s 式
1 \s 弐
36 \s 弓
2 \s 弔
127 \s 引
335 \s 弘
170 \s 弟
1 \s 张
70 \s 弥
26 \s 弦
8 \s 弱
2 \s 弴
160 \s 張
50 \s 強
2 \s 弼
11 \s 弾
1 \s 彊
5 \s 彌
1469 \s 当
6 \s 彗
3 \s 彜
2 \s 彝
68 \s 形
54 \s 彦
17 \s 彩
2 \s 彪
28 \s 彫
1 \s 彬
15 \s 彭
23 \s 彰
40 \s 影
94 \s 役
241 \s 彼
28 \s 往
11 \s 征
1 \s 徂
2 \s 径
25 \s 待
41 \s 律
1072 \s 後
44 \s 徐
79 \s 徒
272 \s 従
31 \s 得
1 \s 徙
347 \s 御
62 \s 復
19 \s 循
12 \s 微
677 \s 徳
10 \s 徴
1 \s 徵
3 \s 德
25 \s 徹
15 \s 徽
111 \s 心
21 \s 必
59 \s 忌
36 \s 忍
194 \s 志
5 \s 忘
210 \s 応
304 \s 忠
33 \s 快
12 \s 念
2 \s 忻
1 \s 忽
1 \s 忿
16 \s 怒
73 \s 思
2 \s 怠
2 \s 怡
38 \s 急
74 \s 性
3 \s 怨
18 \s 怪
1 \s 怯
1 \s 恆
29 \s 恋
1 \s 恍
20 \s 恐
30 \s 恒
1 \s 恢
2 \s 恥
3 \s 恨
37 \s 恩
31 \s 恭
57 \s 息
1 \s 恰
90 \s 恵
3 \s 悌
1 \s 悔
8 \s 悟
6 \s 悠
16 \s 患
7 \s 悦
3 \s 悩
55 \s 悪
17 \s 悲
2 \s 悳
1 \s 悶
6 \s 悼
168 \s 情
2 \s 惇
2 \s 惑
2 \s 惚
11 \s 惜
32 \s 惟
2 \s 惠
12 \s 惣
7 \s 想
53 \s 意
5 \s 愚
1094 \s 愛
31 \s 感
1 \s 愷
2 \s 愼
48 \s 慈
2 \s 慊
8 \s 態
5 \s 慌
6 \s 慎
8 \s 慕
8 \s 慢
14 \s 慣
8 \s 慧
5 \s 慰
619 \s 慶
1 \s 慷
1 \s 憂
1 \s 憎
1 \s 憤
93 \s 憲
1 \s 憶
1 \s 懇
1 \s 應
1 \s 懌
28 \s 懐
16 \s 懲
2 \s 懷
2 \s 懸
1 \s 懺
2 \s 懽
3 \s 懿
2 \s 戈
155 \s 戊
5 \s 戌
6 \s 戎
316 \s 成
49 \s 我
32 \s 戒
3 \s 或
2 \s 戚
717 \s 戦
1 \s 截
23 \s 戯
12 \s 戴
239 \s 戸
4 \s 戻
30 \s 房
866 \s 所
3 \s 扁
25 \s 扇
1 \s 扈
2 \s 扉
185 \s 手
6 \s 才
1 \s 扎
37 \s 打
3 \s 払
3 \s 托
5 \s 扱
18 \s 扶
10 \s 批
128 \s 承
56 \s 技
2 \s 抄
3 \s 把
1 \s 抑
1 \s 抒
48 \s 投
18 \s 抗
31 \s 折
15 \s 抜
1 \s 択
2 \s 披
1 \s 抬
10 \s 抱
9 \s 抵
4 \s 抹
55 \s 押
7 \s 抽
27 \s 担
2 \s 拉
4 \s 拍
2 \s 拒
27 \s 拓
4 \s 拘
11 \s 招
34 \s 拝
7 \s 拠
3 \s 拡
12 \s 括
1 \s 拭
8 \s 拳
2 \s 拷
6 \s 拾
2 \s 拿
70 \s 持
95 \s 指
16 \s 按
3 \s 挑
7 \s 挙
1 \s 挨
1 \s 挫
23 \s 振
8 \s 挿
21 \s 捕
22 \s 捜
6 \s 捨
4 \s 捷
1 \s 捺
2 \s 捻
10 \s 掃
28 \s 授
13 \s 掌
15 \s 排
1 \s 掖
5 \s 掘
36 \s 掛
1 \s 掠
15 \s 採
4 \s 探
1 \s 掤
168 \s 接
3 \s 控
21 \s 推
1 \s 掬
16 \s 掲
1 \s 掴
2 \s 掻
1 \s 掾
1 \s 揉
3 \s 描
15 \s 提
33 \s 揖
22 \s 揚
7 \s 換
6 \s 握
1 \s 揮
3 \s 援
2 \s 揺
12 \s 損
2 \s 搦
4 \s 搬
3 \s 搭
7 \s 携
2 \s 搾
69 \s 摂
5 \s 摘
14 \s 摩
1 \s 摸
3 \s 摺
6 \s 撃
5 \s 撚
1 \s 撞
4 \s 撤
3 \s 撥
8 \s 撫
67 \s 播
85 \s 撮
3 \s 撰
10 \s 操
1 \s 據
5 \s 擬
1 \s 攀
1 \s 攄
2 \s 攘
1 \s 攝
1 \s 攣
106 \s 支
1 \s 收
1 \s 攸
201 \s 改
21 \s 攻
136 \s 放
356 \s 政
62 \s 故
28 \s 敏
34 \s 救
1 \s 敖
34 \s 敗
643 \s 教
1 \s 敢
18 \s 散
26 \s 敦
32 \s 敬
114 \s 数
46 \s 整
28 \s 敵
40 \s 敷
1 \s 斃
1531 \s 文
97 \s 斉
1 \s 斌
118 \s 斎
18 \s 斐
10 \s 斑
13 \s 斗
30 \s 料
14 \s 斛
15 \s 斜
1 \s 斡
2 \s 斤
2 \s 斧
7 \s 斬
21 \s 断
26 \s 斯
3075 \s 新
73 \s 方
18 \s 於
237 \s 施
1 \s 旁
81 \s 旅
1 \s 旋
7 \s 旌
2 \s 族
108 \s 旗
1 \s 无
38 \s 既
5048 \s 日
2 \s 旦
1113 \s 旧
3 \s 旨
218 \s 早
4 \s 旬
166 \s 旭
22 \s 旺
2 \s 旻
3 \s 昂
11 \s 昆
28 \s 昇
77 \s 昌
2123 \s 明
1 \s 昏
12 \s 易
35 \s 昔
99 \s 星
105 \s 映
353 \s 春
7 \s 昨
1813 \s 昭
9 \s 是
1 \s 昴
1 \s 昶
20 \s 昼
2 \s 晁
229 \s 時
10 \s 晃
27 \s 晋
7 \s 晏
1 \s 晟
1 \s 晦
1 \s 晧
1 \s 晨
79 \s 晩
286 \s 普
137 \s 景
82 \s 晴
18 \s 晶
49 \s 智
20 \s 暁
7 \s 暑
28 \s 暖
26 \s 暗
1 \s 暘
1 \s 暢
13 \s 暦
4 \s 暫
3 \s 暮
1 \s 暲
23 \s 暴
2 \s 曄
13 \s 曇
15 \s 曖
17 \s 曙
5 \s 曜
2 \s 曝
1 \s 曠
2 \s 曰
35 \s 曲
8 \s 曳
125 \s 更
163 \s 書
149 \s 曹
11 \s 曺
7 \s 曼
44 \s 曽
40 \s 曾
2 \s 替
687 \s 最
2 \s 會
219 \s 月
375 \s 有
3 \s 朋
62 \s 服
10 \s 朔
1 \s 朕
4 \s 朗
37 \s 望
760 \s 朝
33 \s 期
3 \s 朧
532 \s 木
89 \s 未
102 \s 末
1884 \s 本
259 \s 札
89 \s 朱
26 \s 朴
4 \s 机
7 \s 朽
178 \s 杉
372 \s 李
19 \s 杏
36 \s 材
373 \s 村
34 \s 杜
3 \s 杞
1 \s 束
33 \s 条
3 \s 杢
3 \s 杣
412 \s 来
5 \s 杭
4 \s 杯
4058 \s 東
2 \s 杲
1 \s 杳
21 \s 杵
8 \s 杷
1391 \s 松
139 \s 板
4 \s 枇
8 \s 枋
1 \s 析
4 \s 枕
251 \s 林
14 \s 枚
19 \s 果
21 \s 枝
1 \s 枠
2 \s 枡
8 \s 枢
1 \s 枦
3 \s 枯
16 \s 架
8 \s 柄
3 \s 柊
82 \s 柏
6 \s 某
1 \s 柑
32 \s 染
51 \s 柔
3 \s 柘
16 \s 柚
2 \s 柞
11 \s 柱
269 \s 柳
90 \s 柴
3 \s 柵
3 \s 査
3 \s 柾
38 \s 柿
1 \s 栂
281 \s 栃
120 \s 栄
1 \s 栓
4 \s 栖
99 \s 栗
1 \s 栞
510 \s 校
4 \s 栢
374 \s 株
1 \s 栴
9 \s 核
107 \s 根
15 \s 格
5 \s 栽
4 \s 桀
4 \s 桁
99 \s 桂
75 \s 桃
12 \s 案
101 \s 桐
79 \s 桑
56 \s 桓
5 \s 桔
197 \s 桜
1 \s 桝
3 \s 桟
9 \s 桧
1 \s 桴
26 \s 桶
83 \s 梁
142 \s 梅
9 \s 梓
2 \s 梟
10 \s 梧
12 \s 梨
4 \s 梯
1 \s 械
18 \s 梵
30 \s 梶
1 \s 梼
1 \s 棄
9 \s 棋
17 \s 棒
1 \s 棕
3 \s 棗
12 \s 棚
17 \s 棟
319 \s 森
1 \s 棲
1 \s 棺
1 \s 椅
2 \s 椋
106 \s 植
34 \s 椎
1 \s 椙
1 \s 椚
81 \s 検
4 \s 椱
18 \s 椿
103 \s 楊
3 \s 楓
2 \s 楕
16 \s 楚
53 \s 楠
3 \s 楡
9 \s 楢
1 \s 楫
77 \s 業
1 \s 楮
3 \s 楯
1 \s 楳
56 \s 極
1 \s 楷
5 \s 楼
79 \s 楽
1832 \s 概
21 \s 榊
37 \s 榎
1 \s 榕
16 \s 榛
2 \s 榮
1 \s 榴
6 \s 槇
160 \s 構
1 \s 槌
4 \s 槍
3 \s 槐
1 \s 槓
24 \s 様
4 \s 槙
9 \s 槻
1 \s 樂
11 \s 樊
48 \s 樋
34 \s 標
20 \s 樟
15 \s 模
69 \s 権
605 \s 横
7 \s 樫
2 \s 樵
17 \s 樹
33 \s 樺
12 \s 樽
161 \s 橋
70 \s 橘
2 \s 橙
162 \s 機
2 \s 橡
6 \s 橿
172 \s 檀
19 \s 檜
1 \s 檮
1 \s 檻
1 \s 櫂
1 \s 櫃
5 \s 櫓
15 \s 櫛
1 \s 櫟
12 \s 櫻
1 \s 欄
3 \s 欅
1 \s 權
3 \s 欒
1 \s 欝
18 \s 欠
217 \s 次
5 \s 欣
73 \s 欧
4 \s 欲
1 \s 欹
1 \s 欺
8 \s 欽
1 \s 款
1 \s 歇
223 \s 歌
1 \s 歐
17 \s 歓
1 \s 歙
8 \s 止
1007 \s 正
11 \s 此
760 \s 武
